capitulo,subcapitulo,tipo,periodo,assunto,dia-extracao,caminho,nome-arquivo,link,embed,github-csv
Segurança,Direitos,Mapa,01/01/2022 a 30/06/2022,Violência policial,22/07/2022,seguranca/direitos/,violencia-policial_mapa.csv,https://trends.google.com.br/trends/explore?date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F016497,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""GEO_MAP"", {""comparisonItem"":[{""keyword"":""/m/016497"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F016497"",""guestPath"":""https://trends.google.com.br:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/seguranca/direitos/violencia-policial_mapa.csv
Segurança,Direitos,Mapa,01/01/2022 a 30/06/2022,Racismo,22/07/2022,seguranca/direitos/,racismo_mapa.csv,https://trends.google.com/trends/explore?date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F06d4h,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""GEO_MAP"", {""comparisonItem"":[{""keyword"":""/m/06d4h"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F06d4h"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/seguranca/direitos/racismo_mapa.csv
Segurança,Direitos,Gráfico,2004 a 30/06/2022,LGBT,22/07/2022,seguranca/direitos/,lgbt_grafico.csv,https://trends.google.com/trends/explore?date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F0hn10,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""TIMESERIES"", {""comparisonItem"":[{""keyword"":""/m/0hn10"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F0hn10"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/seguranca/direitos/lgbt_grafico.csv
Segurança,Defesa,Gráfico,2004 a 30/06/2022,Exército X Marinho X Aeronáutica,22/07/2022,seguranca/defesa/,forcas-armadas_grafico.csv,"https://trends.google.com/trends/explore?date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F0pd7,%2Fm%2F05dlb,%2Fm%2F040xn3","<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""TIMESERIES"", {""comparisonItem"":[{""keyword"":""/m/0pd7"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""},{""keyword"":""/m/05dlb"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""},{""keyword"":""/m/040xn3"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F0pd7,%2Fm%2F05dlb,%2Fm%2F040xn3"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/seguranca/defesa/forcas-armadas_grafico.csv
Segurança,Defesa,Mapa,01/01/2022 a 30/06/2022,Exército X Marinho X Aeronáutica,22/07/2022,seguranca/defesa/,forcas-armadas_mapa.csv,"https://trends.google.com/trends/explore?date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F0pd7,%2Fm%2F05dlb,%2Fm%2F040xn3","<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""GEO_MAP"", {""comparisonItem"":[{""keyword"":""/m/0pd7"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""},{""keyword"":""/m/05dlb"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""},{""keyword"":""/m/040xn3"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F0pd7,%2Fm%2F05dlb,%2Fm%2F040xn3"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/seguranca/defesa/forcas-armadas_mapa.csv
Meio ambiente,Clima,Gráfico,2004 a 30/06/2022,"clima + tempo + ""previsão do tempo""",22/07/2022,meio-ambiente/clima/,clima-tempo_grafico.csv,https://trends.google.com/trends/explore?date=2004-01-01%202022-06-30&geo=BR&q=clima%20%2B%20tempo%20%2B%20%22previs%C3%A3o%20do%20tempo%22,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""TIMESERIES"", {""comparisonItem"":[{""keyword"":""clima + tempo + \""previsão do tempo\"""",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2004-01-01%202022-06-30&geo=BR&q=clima%20%2B%20tempo%20%2B%20%22previs%C3%A3o%20do%20tempo%22"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/clima/clima-tempo_grafico.csv
Meio ambiente,Clima,Mapa,01/01/2022 a 30/06/2022,Falta de água,22/07/2022,meio-ambiente/clima/,falta-de-agua_mapa.csv,https://trends.google.com.br/trends/explore?date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F0dtw64,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""GEO_MAP"", {""comparisonItem"":[{""keyword"":""/m/0dtw64"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F0dtw64"",""guestPath"":""https://trends.google.com.br:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/clima/falta-de-agua_mapa.csv
Meio ambiente,Desmatamento,Mapa,01/01/2022 a 30/06/2022,Desmatamento,22/07/2022,meio-ambiente/desmatamento/,desmatamento_mapa.csv,https://trends.google.com/trends/explore?date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F02875,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""GEO_MAP"", {""comparisonItem"":[{""keyword"":""/m/02875"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F02875"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/desmatamento/desmatamento_mapa.csv
Meio ambiente,Desmatamento,Mapa,2004 a 30/06/2022,Madeira,22/07/2022,meio-ambiente/desmatamento/,madeira_grafico.csv,https://trends.google.com/trends/explore?date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F083vt,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""TIMESERIES"", {""comparisonItem"":[{""keyword"":""/m/083vt"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F083vt"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/desmatamento/madeira_grafico.csv
Meio ambiente,Energia,Gráfico,2004 a 30/06/2022,Energia solar,22/07/2022,meio-ambiente/energia/,energia-solar_grafico.csv,https://trends.google.com/trends/explore?date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F06xbd,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""TIMESERIES"", {""comparisonItem"":[{""keyword"":""/m/06xbd"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F06xbd"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/energia/energia-solar_grafico.csv
Meio ambiente,Energia,Mapa,01/01/2022 a 30/06/2022,Lâmpada de LED,22/07/2022,meio-ambiente/energia/,lampada-led_mapa.csv,https://trends.google.com/trends/explore?date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F02pwryg,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""TIMESERIES"", {""comparisonItem"":[{""keyword"":""/m/02pwryg"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F02pwryg"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/energia/lampada-led_mapa.csv
Meio ambiente,Sustentabilidade,Gráfico,2004 a 30/06/2022,Frango x Vegetarianismo x Veganismo,22/07/2022,meio-ambiente/sustentabilidade/,frango-vegetarianismo-veganismo_grafico.csv,"https://trends.google.com/trends/explore?date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F07_jd,%2Fm%2F07_hy,frango","<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""TIMESERIES"", {""comparisonItem"":[{""keyword"":""/m/07_jd"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""},{""keyword"":""/m/07_hy"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""},{""keyword"":""frango"",""geo"":""BR"",""time"":""2004-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2004-01-01%202022-06-30&geo=BR&q=%2Fm%2F07_jd,%2Fm%2F07_hy,frango"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/sustentabilidade/frango-vegetarianismo-veganismo_grafico.csv
Meio ambiente,Sustentabilidade,Mapa,01/01/2022 a 30/06/2022,Povos indígenas,22/07/2022,meio-ambiente/sustentabilidade/,povos-indigenas_mapa.csv,https://trends.google.com/trends/explore?date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F0c9t7,"<script type=""text/javascript"" src=""https://ssl.gstatic.com/trends_nrtr/3029_RC01/embed_loader.js""></script> <script type=""text/javascript""> trends.embed.renderExploreWidget(""GEO_MAP"", {""comparisonItem"":[{""keyword"":""/m/0c9t7"",""geo"":""BR"",""time"":""2022-01-01 2022-06-30""}],""category"":0,""property"":""""}, {""exploreQuery"":""date=2022-01-01%202022-06-30&geo=BR&q=%2Fm%2F0c9t7"",""guestPath"":""https://trends.google.com:443/trends/embed/""}); </script>",https://github.com/GoogleTrends/elections-in-search/blob/main/data/meio-ambiente/sustentabilidade/povos-indigenas_mapa.csv
